timestamp,ch_1,ch_2,ch_3,ch_4,ch_5,ch_6,ch_7,ch_8
1762942380.8509817,-12.55,39.18,58.76,-13.76,70.65,-3.06,46.86,-41.22
1762942381.058545,-77.53,-8.63,-31.57,-62.25,68.32,57.8,-71.76,57.59
1762942381.2822242,26.77,50.77,60.41,66.44,56.07,7.39,-41.71,-39.69
1762942381.5044894,-58.89,66.87,12.19,-3.62,-25.66,-46.06,-23.13,19.07
1762942381.7119877,66.83,-79.6,46.01,-30.49,-55.42,-61.45,47.95,34.19
1762942381.9034934,-34.79,10.96,-48.18,-23.48,-75.82,-30.28,-19.54,-53.87
1762942382.1331134,-38.53,-32.33,-56.34,-0.35,30.62,12.1,-25.21,-36.59
1762942382.3960485,24.26,-42.23,-15.63,13.23,-33.53,58.4,-50.18,74.06
1762942382.6033003,18.19,-19.9,40.29,47.18,5.14,38.66,-8.3,42.58
1762942382.8098223,47.24,-5.33,-24.73,27.17,32.32,31.09,59.75,-78.82
1762942383.0325568,65.16,26.62,-47.13,5.63,-23.11,57.41,-54.79,13.27
1762942383.240831,-52.7,33.23,-40.78,11.51,-79.57,-77.79,23.25,-54.64
1762942383.4468331,43.17,21.89,-26.19,-57.61,-39.18,2.61,-40.47,-78.85
1762942383.6554544,75.05,14.63,19.19,-13.79,-8.7,33.74,-3.29,78.99
1762942383.8620875,-6.38,9.0,27.08,-59.79,16.9,2.5,-58.52,3.37
1762942384.0697188,-11.71,76.23,-46.64,66.77,3.12,54.43,51.1,29.21
1762942384.291666,6.89,19.6,-16.08,39.46,63.9,-55.12,-5.84,20.66
1762942384.498864,40.02,-14.43,70.92,-36.07,-78.75,41.24,70.88,-58.73
1762942384.7063668,20.88,1.62,5.26,-44.54,19.46,-58.65,-61.11,-14.33
1762942384.948395,0.32,54.92,-61.66,-41.87,15.01,-49.71,-32.73,32.03
1762942385.1692445,3.47,-55.17,-67.0,35.44,-17.55,-12.51,-72.88,-54.57
1762942385.3767767,28.89,-47.02,47.78,13.98,-46.58,22.95,68.41,36.76
1762942385.585013,-43.43,-16.78,3.09,33.11,-71.71,71.77,38.05,-66.37
1762942385.7923865,48.79,-33.09,-24.29,-45.65,63.78,-6.83,56.77,36.89
1762942385.999015,-40.89,32.9,-29.46,57.29,42.47,20.05,64.51,51.56
1762942386.2065892,2.58,-38.29,-5.56,60.97,-43.62,3.2,6.51,-13.45
1762942386.4127436,25.0,32.69,-20.87,8.92,40.92,62.54,10.85,41.93
1762942386.6293814,-27.68,24.46,-33.1,43.35,73.03,-17.58,13.42,25.5
1762942386.8273022,14.27,-71.09,70.2,-43.04,-27.45,-47.12,-54.79,12.83
1762942387.0355413,14.07,-35.49,49.49,-40.89,-15.06,79.81,52.79,-32.08
1762942387.2431648,-66.09,-64.28,10.75,79.31,53.94,-59.81,-55.43,14.54
1762942387.4675443,65.21,26.81,-42.7,-75.38,-21.42,56.26,38.84,68.37
1762942387.7069366,2.22,34.06,-4.95,13.56,18.0,-77.71,39.8,12.91
1762942387.9792612,71.81,-60.46,35.85,-35.93,1.13,76.14,-51.77,41.31
1762942388.2358854,-29.85,6.09,18.55,29.18,-73.99,60.88,-19.65,-55.45
1762942388.4432094,-2.01,59.38,-21.32,-52.67,10.18,74.55,19.02,-76.38
1762942388.6503806,-57.97,27.99,50.24,-70.57,-22.89,-2.82,76.64,-68.76
1762942388.8573537,-62.66,-52.05,-57.05,29.44,-22.15,-34.1,17.83,-25.17
1762942389.0818052,-69.89,-66.78,-57.67,-79.01,44.39,56.17,-27.4,76.27
1762942389.2880526,17.68,-10.23,-79.21,42.04,-17.02,-32.07,-27.16,65.72
1762942389.495687,11.43,-11.0,-46.94,22.1,-77.12,-40.16,-74.02,38.26
1762942389.7044046,-52.3,-27.43,-57.59,1.72,34.27,-3.07,42.23,-53.62
1762942389.9127886,-71.53,61.49,42.21,-50.97,18.9,6.91,-68.0,-1.17
1762942390.1211216,-44.42,31.84,-2.35,-73.76,32.37,25.25,-17.15,11.44
1762942390.3287272,8.06,76.64,-28.78,-37.11,9.49,36.52,-29.14,24.67
1762942390.534428,-51.13,-45.57,-0.92,15.71,62.69,-26.97,45.9,-44.66
1762942390.7399788,-50.68,-54.03,11.19,-32.48,64.19,16.83,29.71,-13.96
1762942390.9459143,-79.16,-78.13,34.55,-56.64,78.17,55.11,-57.37,50.75
1762942391.1718197,-50.9,-63.54,67.33,-17.23,27.11,-33.69,-15.25,31.98
1762942391.3777175,-11.01,4.07,41.99,-46.58,-79.7,58.64,11.96,-7.96
1762942391.5862603,58.83,76.3,30.3,68.86,24.9,49.82,12.64,-78.86
1762942391.7921474,71.7,43.4,70.17,-19.79,-4.02,-59.35,-66.21,59.62
1762942391.9994743,-55.86,58.54,-25.5,-72.03,-18.22,-16.34,-14.97,29.14
1762942392.2222652,-5.18,-26.12,-33.46,-64.52,-58.09,76.23,13.3,-26.15
1762942392.4288044,1.83,46.8,27.0,72.86,-60.99,-55.27,-16.2,-40.14
1762942392.6343148,25.54,-34.01,23.15,-59.71,-16.49,31.66,-63.25,44.08
1762942392.8404555,66.14,-24.22,-62.16,-36.26,12.75,-54.88,-44.34,-60.31
1762942393.0793118,64.84,70.08,-35.79,-44.8,-33.32,-18.63,-77.55,61.01
1762942393.3010125,58.39,-71.3,78.52,18.56,51.14,21.27,5.14,-64.23
1762942393.5068526,-47.41,11.88,-40.17,55.04,49.65,-57.68,15.59,31.89
1762942393.7346003,26.62,67.48,45.84,36.07,-73.58,2.03,47.64,20.85
1762942393.949196,25.75,-59.94,30.35,-57.26,19.67,66.08,-31.7,-75.17
1762942394.1588213,-55.55,72.28,24.43,-55.93,13.34,65.99,-40.84,-8.61
1762942394.3771908,60.1,-78.72,13.02,33.93,-9.3,-21.08,37.6,77.48
1762942394.589218,-68.98,30.68,58.58,-12.72,15.88,-64.47,24.6,58.44
1762942394.8069172,0.72,-25.43,49.99,-75.96,77.47,59.74,37.46,-45.26
1762942395.0272932,64.4,-26.85,5.65,71.67,45.81,-0.74,40.51,-58.28
1762942395.2399554,44.53,-45.11,-73.73,18.07,-61.68,-66.99,-28.23,28.13
1762942395.4726326,-15.07,24.39,62.51,28.99,5.07,35.06,66.71,11.31
1762942395.6770637,25.57,-35.46,11.24,-49.54,21.17,69.33,-8.88,65.03
1762942395.8825543,27.72,-17.89,-38.52,-1.59,73.41,26.57,-58.26,-71.38
1762942396.0892985,55.78,-24.32,38.33,-74.31,-1.79,-67.12,55.17,25.87
1762942396.2955897,-5.57,-33.0,-4.21,-23.2,25.12,44.22,-8.19,68.99
1762942396.5021248,18.37,-41.36,-6.31,28.84,-78.51,-49.97,48.1,16.83
1762942396.7247903,-53.65,-29.55,20.6,-77.82,0.11,23.22,-57.07,76.78
1762942396.9322371,61.74,62.04,5.93,-73.64,-59.14,-64.16,-59.35,-8.22
1762942397.1385593,46.87,-55.04,26.03,20.39,-28.39,-29.48,-13.6,12.69
1762942397.3461387,-76.1,31.39,-13.03,-69.66,-78.77,-14.83,58.81,-43.06
1762942397.5541852,-26.24,-51.31,-21.96,3.22,31.77,35.33,73.49,17.16
1762942397.761495,-54.97,-54.99,7.85,-38.22,56.02,-73.77,-54.87,-73.13
1762942397.9696667,-44.25,5.66,-45.63,9.31,1.85,14.73,-51.65,18.19
1762942398.1764774,-74.42,37.41,-59.85,-50.6,-13.11,-13.1,-0.01,38.17
1762942398.3891997,60.61,-13.01,14.14,76.48,73.25,4.82,31.9,28.16
1762942398.6047258,-75.53,-75.76,6.57,1.47,-41.94,-54.24,-26.67,75.59
1762942398.8107255,2.34,39.29,27.33,73.68,4.93,-7.78,-40.42,-66.87
1762942399.0198565,7.31,31.9,77.42,59.37,55.98,68.87,4.75,10.08
1762942399.291592,-8.56,-38.58,8.97,-59.7,-28.19,-27.88,-19.87,24.29
1762942399.4958172,17.54,-27.35,-36.01,22.97,20.32,-65.78,45.12,75.62
1762942399.703258,63.01,31.2,61.34,47.97,63.09,-14.32,-25.49,28.28
1762942399.9133162,-44.4,29.25,73.04,-3.59,-19.55,20.54,-69.15,-30.17
1762942400.1340642,68.3,-44.7,-50.87,40.18,-50.71,10.86,-3.31,-47.61
1762942400.3411129,38.23,-26.13,-16.55,51.38,71.84,38.81,-66.17,24.72
1762942400.5462136,44.51,-47.74,-9.39,55.75,71.67,34.52,6.24,79.77
1762942400.753627,-67.94,47.05,-78.66,-57.53,-61.86,2.79,-17.86,-65.35
1762942400.9732757,5.06,-40.58,-4.34,7.61,59.85,78.06,-2.6,-18.49
1762942401.1843202,-11.57,-48.03,-76.24,69.1,18.13,-49.22,-54.71,59.33
1762942401.3892882,16.21,28.06,-45.76,13.46,-69.35,-11.9,55.13,2.19
1762942401.5946603,24.04,72.36,2.23,25.97,17.94,6.9,-28.94,29.63
1762942401.8172283,58.38,-26.0,-6.41,22.98,-36.98,14.31,-12.15,-69.87
1762942402.039818,-43.16,-70.89,49.21,69.93,-72.47,13.68,16.14,59.5
1762942402.269916,-74.52,15.1,-10.34,27.96,-77.35,24.41,-43.99,27.52
1762942402.4852843,68.96,-40.44,-37.4,64.98,2.46,4.46,-50.69,-12.8
1762942402.7398186,-77.06,53.88,25.26,-70.32,73.6,45.37,60.47,8.43
1762942402.9468043,78.96,36.4,-63.09,-16.57,-41.74,-22.51,74.28,41.38
1762942403.153381,64.05,-53.92,-21.15,20.56,19.72,-73.98,19.3,-46.0
1762942403.3602555,73.21,-60.35,-14.28,-12.81,-29.43,-46.16,-71.88,-73.66
1762942403.5671105,-37.71,0.4,28.83,-43.18,45.53,40.32,57.98,27.29
1762942403.7733963,-58.65,-52.15,-25.48,38.83,36.78,-31.76,-55.08,-53.71
1762942403.996062,78.65,57.13,29.69,39.88,-27.64,-66.43,74.37,-73.52
1762942404.203354,24.24,37.72,-11.55,4.86,-42.44,61.46,70.34,64.6
1762942404.4346051,-69.08,-77.69,-31.63,-41.89,-15.74,-3.68,-51.37,-7.25
1762942404.650186,-55.35,47.72,-61.11,-9.74,28.4,-18.75,26.14,20.15
1762942404.8895726,42.15,20.88,37.5,-3.71,-2.97,-13.76,54.01,3.14
1762942405.0970364,43.13,-56.05,-2.87,16.26,67.8,59.71,-16.64,-40.97
1762942405.3056483,69.6,41.56,-3.15,-69.1,39.74,33.54,-75.25,-9.41
1762942405.5132964,62.53,78.98,69.15,-58.01,-67.74,33.22,-32.61,-11.82
1762942405.7215972,-69.6,46.99,-68.77,-23.81,74.47,35.32,-0.01,-19.18
1762942405.9303048,59.41,29.41,24.11,-12.96,37.35,31.57,2.45,77.32
1762942406.1377897,-56.84,-28.94,52.54,-42.55,49.21,67.31,7.13,-28.46
1762942406.3597631,33.26,-7.45,69.84,15.25,-48.22,-75.8,78.01,-76.24
1762942406.5661817,-61.52,-76.53,3.67,55.41,-2.15,63.98,-42.65,-46.74
1762942406.7733982,22.34,12.36,65.7,-72.95,68.36,76.9,-65.79,-40.03
1762942406.9800808,70.78,-47.89,-74.13,58.25,-70.9,40.51,32.36,39.49
1762942407.186915,16.2,-68.85,-72.93,74.79,56.76,-45.28,-0.55,6.74
1762942407.3943737,30.24,76.8,-7.78,58.87,63.79,-19.49,-26.41,-74.24
1762942407.606386,-60.53,-26.29,-14.07,-46.96,-4.99,-75.7,48.58,11.07
1762942407.8213532,-13.22,51.61,-37.61,-69.41,-55.08,-54.96,-18.72,-14.16
1762942408.0293896,-44.85,-30.21,-45.75,30.25,38.18,-41.19,-33.27,63.18
1762942408.2508266,9.98,65.41,-13.2,-61.78,-41.56,29.73,-61.83,-15.35
1762942408.4743536,-32.12,61.34,69.87,9.47,30.42,-26.66,7.54,70.25
1762942408.681341,39.32,62.77,-72.4,20.92,74.88,56.85,32.13,-3.24
1762942408.90207,52.59,-44.2,-72.16,13.51,68.02,50.7,-5.9,75.67
1762942409.1080651,14.15,-70.61,70.87,65.58,-9.16,66.46,-8.83,3.37
1762942409.3156385,-2.17,-65.52,-58.06,-61.2,28.89,-69.72,63.53,-63.5
1762942409.5233104,20.3,57.18,41.03,-79.05,-16.95,-53.22,44.08,-44.44
1762942409.7311766,-50.71,32.06,60.14,73.1,-42.11,-20.26,-36.62,-72.12
1762942409.9390795,64.79,70.24,-76.97,30.54,12.95,14.25,66.59,-73.18
1762942410.1472833,-31.6,66.61,44.93,-25.57,-24.87,-62.06,-55.51,37.66
1762942410.3565238,26.43,27.45,-49.68,-17.13,69.25,-35.19,-42.9,11.62
1762942410.564366,76.6,-12.5,-14.56,-56.51,16.67,13.53,-67.22,71.4
1762942410.772936,-2.12,15.79,-46.77,31.24,-76.11,-79.15,-35.5,7.17
1762942410.9804237,-55.76,-4.02,73.81,31.6,57.51,-37.57,-30.17,11.88
1762942411.2022321,-42.22,-29.84,-28.76,-53.14,-43.55,21.15,33.59,28.79
1762942411.4093876,-58.01,-17.68,2.6,-68.94,-24.77,-46.39,14.83,65.85
1762942411.6175926,-39.36,-20.79,-15.88,46.07,30.81,42.23,32.9,7.09
1762942411.8250682,75.59,62.12,12.81,-54.36,-48.62,62.01,77.4,63.61
1762942412.0323358,42.64,-47.77,10.67,51.9,0.03,17.39,-19.94,16.75
1762942412.2690632,63.0,9.87,-77.34,-58.32,-2.14,-35.31,47.01,-28.98
1762942412.4917386,75.21,-22.6,45.63,51.63,-41.68,25.97,75.19,-16.6
1762942412.6988578,-5.66,-2.14,41.95,-78.11,-32.75,19.29,-27.71,49.54
1762942412.9072897,-43.43,8.56,-61.51,-61.85,50.43,27.4,52.86,47.43
1762942413.114621,-11.43,48.68,-69.73,20.46,43.46,-13.73,-39.81,-29.98
1762942413.3231566,53.29,-8.48,11.53,-39.58,-55.45,60.12,13.47,-31.74
1762942413.562559,-64.92,5.19,-57.57,-23.4,62.2,-45.97,-15.21,-60.46
1762942413.8021343,39.65,1.37,-1.09,-77.1,20.77,1.2,24.28,-16.25
1762942414.0098279,32.08,-72.49,8.81,-5.99,-13.87,38.1,15.18,-63.76
1762942414.2009978,-76.63,0.38,-59.91,-74.18,-59.13,28.49,-47.7,79.74
1762942414.4091198,-79.0,-17.16,-70.46,41.87,61.0,-60.89,-35.18,57.17
1762942414.6171937,31.53,33.67,-72.83,-78.62,65.72,-37.81,56.63,77.52
1762942414.8252406,-18.91,17.53,15.93,38.49,-45.47,65.03,-65.31,14.55
1762942415.0332065,-19.08,5.53,22.08,24.11,-7.86,-42.93,-42.55,31.2
1762942415.2576535,-61.11,5.11,55.32,-53.84,-32.25,-19.89,-14.78,40.84
1762942415.4945743,-62.53,65.11,54.98,46.43,-40.77,53.0,41.53,44.16
1762942415.701121,9.93,-11.08,-59.03,-1.98,-24.86,56.48,-39.24,-49.9
1762942415.90806,78.99,-27.68,-12.9,-63.15,37.27,47.09,25.52,-3.19
1762942416.1146655,43.12,65.28,31.88,24.62,-61.33,-8.8,-3.73,-31.26
1762942416.3214066,-32.03,-18.24,56.33,-14.55,5.02,-58.21,-14.85,-0.85
1762942416.5501616,67.91,57.01,66.5,66.16,60.73,35.49,34.28,37.46
1762942416.7673674,-47.88,48.9,38.61,43.6,18.75,-35.33,-43.86,36.08
1762942416.9728637,26.32,-57.7,40.44,11.67,8.57,29.01,-5.78,72.7
1762942417.1790166,21.93,-6.83,79.86,-79.19,45.8,50.39,-40.24,-26.33
1762942417.3854387,-13.85,-73.68,37.86,9.8,-4.88,-32.86,28.01,3.39
1762942417.5924475,23.22,20.88,-44.98,31.59,-64.6,-27.55,4.53,-79.31
1762942417.8141806,59.64,-11.68,-57.37,-10.62,-58.39,-38.96,38.62,-44.9
1762942418.0221758,-3.68,18.77,-4.79,-37.77,-29.38,69.82,-62.89,52.29
1762942418.2325046,-68.54,-5.23,-33.01,-21.56,-40.65,-38.67,47.21,-20.14
1762942418.453542,15.18,56.23,60.84,14.89,36.0,15.87,-47.01,70.55
1762942418.6940339,-44.68,-21.05,-33.8,-73.93,-12.27,62.85,38.45,1.14
1762942418.9333518,-44.89,8.73,18.54,-62.76,37.14,-11.71,-15.26,-26.26
1762942419.1586573,-27.75,66.14,70.63,64.23,-11.18,29.97,-60.37,-21.12
1762942419.378918,39.99,-26.74,-71.43,-79.43,30.68,-36.77,-41.68,-20.22
1762942419.5882688,-67.59,-36.78,-62.93,-35.17,15.23,-66.7,62.0,25.26
1762942419.791675,-71.62,30.08,67.61,-66.1,79.78,14.25,-10.62,2.82
1762942420.0151458,64.09,40.13,-68.93,55.04,-43.52,34.76,-40.26,71.63
1762942420.2372825,18.79,-77.99,-7.19,36.12,21.74,-53.76,40.62,59.76
1762942420.444618,67.3,-76.02,-54.33,49.19,31.83,6.12,-20.21,-74.43
1762942420.653562,18.14,-8.27,74.63,-23.42,-1.25,-31.19,68.58,-26.13
1762942420.8940363,-14.46,-42.07,51.03,-64.94,-23.95,-59.18,-69.43,-50.17
1762942421.134069,32.61,21.13,-51.96,63.95,20.73,38.59,-75.07,-70.99
1762942421.3416746,-65.33,57.51,-5.86,13.27,70.98,31.79,79.24,-28.15
1762942421.5489554,-2.78,-70.51,-62.64,29.2,61.74,-23.46,-24.07,59.02
1762942421.7556088,3.28,19.39,-66.21,-58.05,-11.86,12.07,27.29,-71.2
1762942421.9636242,35.64,-41.59,-66.48,-41.83,-9.71,-25.83,47.23,54.87
1762942422.171222,-53.88,-5.53,13.88,-16.19,-45.69,72.59,-10.91,-69.01
1762942422.3785605,39.54,-42.1,-34.94,-28.27,-33.74,60.88,-35.41,-58.02
1762942422.5857143,-24.31,-62.43,-54.35,-66.43,42.32,3.37,58.65,-53.81
1762942422.8225582,17.94,-39.6,38.91,21.55,55.63,-68.71,57.08,-28.22
1762942423.0279481,-39.95,74.85,-19.41,27.85,40.74,25.54,18.94,28.36
1762942423.249971,13.39,35.17,-37.08,-11.56,72.31,-17.58,61.1,-2.15
1762942423.4562376,-41.87,-24.89,-17.25,60.47,-53.27,59.3,-38.97,-66.98
1762942423.662717,19.9,77.15,-68.43,47.97,-45.3,56.12,-38.82,-54.9
1762942423.8682666,72.17,61.49,58.47,33.61,-12.98,58.24,64.07,25.84
1762942424.0746682,-49.19,69.68,76.06,79.43,-50.97,-60.78,-75.27,27.71
1762942424.281141,-4.12,47.78,-77.34,-8.85,33.0,71.79,66.07,11.12
1762942424.4853072,26.51,-0.76,-72.1,-36.5,69.61,-76.39,73.3,69.21
1762942424.69286,-15.43,28.07,-31.13,58.48,72.83,17.9,-63.3,57.56
1762942424.8990505,14.92,-20.84,10.76,-2.14,47.85,79.88,-40.27,25.94
1762942425.1056316,34.04,10.8,68.54,7.3,-56.33,-67.54,-8.27,7.28
1762942425.3234205,-68.0,-4.04,20.49,-41.72,-57.78,-55.03,48.15,16.95
1762942425.536769,0.11,-1.37,-5.98,-41.93,6.25,-72.73,69.76,0.98
1762942425.7736962,31.04,-65.35,-0.93,-11.48,1.44,-75.96,-40.22,-76.67
1762942426.012335,-2.32,-73.79,22.16,-72.13,18.42,-39.38,-50.36,68.62
1762942426.2180948,-48.42,56.24,28.02,28.61,-0.35,35.57,15.83,-32.55
1762942426.4257321,58.19,-31.49,54.43,-33.8,-62.42,-9.7,-48.86,62.09
1762942426.6330273,-71.56,3.57,1.06,62.78,41.34,-58.51,-30.07,77.64
1762942426.8401,21.98,68.74,-52.68,-14.56,-37.58,-50.11,41.84,-13.96
1762942427.0468023,-14.09,-34.73,-54.46,-65.66,45.02,23.2,-39.82,-67.56
1762942427.254908,55.46,65.88,-77.65,21.16,-79.01,42.04,35.25,57.7
1762942427.4625413,-9.67,-57.07,-34.53,63.87,38.15,-8.44,-13.86,-30.59
1762942427.6717455,31.37,76.4,70.16,-61.48,43.56,79.49,59.56,57.51
1762942427.8790712,-74.71,-27.3,-50.31,-14.72,26.96,29.89,59.25,72.62
1762942428.0877771,-8.92,79.39,14.08,71.27,-49.83,15.89,48.35,-30.61
1762942428.2964125,15.28,13.95,-31.7,-65.28,-55.11,58.09,1.66,-36.15
1762942428.503722,-52.27,-46.5,39.99,68.94,-41.69,-26.04,-65.35,75.62
1762942428.7113867,49.26,-16.42,-55.36,-17.18,-16.45,-62.35,50.87,0.76
1762942428.9193451,-31.83,-29.75,0.88,-40.11,-70.63,-54.03,76.39,29.9
1762942429.1593974,-44.76,-70.85,27.57,-63.85,-69.11,-30.44,-46.59,42.3
1762942429.3982592,-53.19,-79.71,22.94,-13.28,-5.86,-50.35,-10.38,66.18
1762942429.60672,51.42,24.51,9.38,-44.49,-23.11,-17.4,38.39,63.55
1762942429.8140981,72.06,17.17,-26.54,-43.03,-22.26,-56.68,-45.39,-57.23
1762942430.0224285,-1.49,-55.39,35.67,58.15,24.27,-60.42,-4.22,42.55
1762942430.230789,-12.02,-11.19,-60.7,7.24,-4.6,-45.04,-79.01,57.58
1762942430.439507,-40.61,-16.34,-49.39,-63.62,57.0,-7.74,-54.42,-66.59
1762942430.648584,12.82,12.04,-59.11,77.76,-24.22,75.4,37.45,-8.79
1762942430.854177,-55.95,-22.25,-45.15,57.73,-33.31,-78.11,70.2,41.79
1762942431.0625584,-47.57,-41.49,23.67,-47.88,34.62,40.44,54.2,-53.42
1762942431.2713168,-15.41,52.9,7.98,69.36,-57.28,-37.16,11.45,-55.59
1762942431.4787467,-52.17,57.05,21.62,17.83,39.65,76.16,12.03,-62.07
1762942431.6873426,-77.31,-74.59,76.62,-25.35,-47.2,16.15,-2.14,-4.41
1762942431.8942175,19.48,-54.9,76.01,69.56,64.23,79.6,16.24,76.78
1762942432.101276,-1.27,-25.8,48.05,-65.66,-47.63,33.47,-51.29,5.12
1762942432.3097436,57.55,18.71,-33.86,68.9,-62.93,19.64,-56.54,34.55
1762942432.5499952,-73.5,18.67,27.43,-56.46,-64.35,-63.37,-8.26,35.31
1762942432.7893949,-39.08,79.12,30.76,-42.7,-32.65,36.89,50.26,1.41
1762942433.0280151,2.32,68.4,-51.91,23.06,0.82,-37.67,-42.07,-53.94
1762942433.268536,35.16,12.5,38.53,-61.0,-75.45,69.47,28.1,-46.01
1762942433.5243585,-69.05,-25.77,62.59,-75.13,57.32,-13.76,-60.02,-52.12
1762942433.7638903,-59.39,31.82,24.14,12.65,39.34,32.15,77.62,39.61
1762942433.9717035,63.62,43.46,79.86,-73.93,-15.56,-55.07,-3.99,48.2
1762942434.1784294,76.38,-8.81,-28.32,-43.14,31.55,-78.45,-21.36,11.78
1762942434.3848662,-39.04,37.8,47.48,-9.18,-7.15,-50.78,-12.66,-0.04
1762942434.5930948,-16.31,-40.67,-5.51,22.57,69.99,-50.14,-22.2,-79.62
1762942434.8002167,-37.04,-51.61,77.55,79.57,62.3,64.18,-47.97,45.2
1762942435.0068247,-44.84,57.07,-43.78,41.39,0.72,-68.84,41.16,-72.27
1762942435.225223,-23.6,23.25,37.59,11.5,38.81,70.43,18.09,8.91
1762942435.4392583,-42.99,-47.09,56.13,-54.37,-33.49,57.41,-68.06,-22.2
1762942435.6950188,-31.66,33.49,28.78,-78.03,5.37,-9.5,-26.1,-5.28
1762942435.9019809,54.34,-15.21,-5.27,35.77,-5.77,-37.33,-64.1,78.76
1762942436.110057,72.45,40.1,-35.36,-33.9,43.13,-14.29,-65.32,20.8
1762942436.3177726,1.95,-37.53,-48.79,66.36,-51.14,42.02,-10.22,-6.87
1762942436.525358,0.41,22.69,58.32,-55.17,39.55,39.92,-57.41,73.07
1762942436.7322562,10.68,-14.21,-66.15,-48.09,72.74,0.02,74.25,49.26
1762942436.9395974,55.11,52.26,-65.04,-57.91,-28.72,-8.32,53.88,-48.55
1762942437.147393,22.16,-77.45,31.5,-40.1,61.93,18.12,16.78,-19.09
1762942437.3564885,19.31,2.63,31.76,-15.61,-21.66,-39.03,64.49,-47.19
1762942437.5950606,-59.03,71.49,16.2,3.25,-71.63,65.82,69.2,-72.25
1762942437.8346705,58.69,-46.64,77.39,31.34,-24.85,55.88,-17.06,61.84
1762942438.0432155,-36.46,-38.8,-31.45,9.34,63.74,-39.86,-67.91,37.57
1762942438.2519162,62.58,-36.85,-46.13,-66.37,55.61,-16.04,-53.65,-71.3
1762942438.4593868,32.42,25.89,20.05,34.38,49.09,-4.81,36.85,-7.59
1762942438.6679864,-76.68,17.55,-37.88,12.97,-73.18,-41.29,-4.35,40.01
1762942438.875666,32.68,-62.87,53.29,4.15,-49.86,36.43,23.93,-6.23
1762942439.084417,64.94,-30.58,-67.06,62.06,75.34,17.76,-5.01,-1.19
1762942439.2922995,-13.67,41.92,-11.89,-45.55,9.08,-70.44,1.96,57.54
1762942439.531989,25.45,43.05,7.1,79.02,53.25,65.55,4.93,-79.43
1762942439.7394872,4.93,51.93,27.29,-48.09,-74.88,-79.34,8.78,-50.09
1762942439.9467328,9.35,74.79,34.39,-14.32,-55.73,40.59,-53.75,-72.52
1762942440.1546595,-53.8,15.72,-31.55,-47.73,-1.82,-30.16,31.07,34.77
1762942440.3611572,-62.76,57.24,-63.6,-17.39,70.25,38.57,-78.34,26.31
1762942440.5689373,-33.47,-39.76,-51.65,67.99,-34.19,-46.03,-18.83,-53.98
1762942440.7918267,18.01,-64.68,-58.39,-52.08,-29.89,-51.67,-20.38,-23.99
1762942440.9992776,35.28,-2.45,3.84,74.27,-18.41,-11.74,-73.19,-63.07
1762942441.2071788,-14.12,62.66,31.36,41.74,-24.85,60.25,-69.74,-8.28
1762942441.4139209,-77.12,72.17,-3.86,-64.79,79.72,76.75,12.89,-3.2
1762942441.6214762,-77.87,-54.11,-32.98,59.74,68.47,14.94,32.21,-37.24
1762942441.8290484,55.72,71.78,33.77,27.44,-63.37,-70.82,75.96,48.73
1762942442.037508,-26.85,4.8,37.86,6.08,74.56,19.49,42.87,-71.46
1762942442.2669668,17.88,9.04,-72.19,-50.83,-54.53,30.28,31.4,-9.78
1762942442.4811542,54.98,-56.3,-35.6,-30.82,-29.77,15.07,-21.55,70.21
1762942442.688174,30.79,-12.11,52.97,66.34,15.18,-31.44,46.52,17.65
1762942442.8954473,22.34,30.8,-33.21,12.43,46.44,-30.49,38.84,39.52
1762942443.1031892,-59.86,-38.74,19.13,-74.47,2.42,0.62,64.65,41.06
1762942443.310598,-66.28,47.94,-58.98,-50.27,57.56,-28.06,47.7,-24.51
1762942443.5178237,-17.47,-52.0,-7.18,32.93,-3.35,-27.96,69.84,-45.7
1762942443.7234802,66.8,15.29,-43.2,-26.12,25.62,-53.52,-1.04,-22.64
1762942443.9297516,-5.17,-58.52,17.02,30.62,75.44,-8.39,42.27,-35.36
1762942444.136498,34.35,7.33,46.99,-75.32,-56.19,42.9,24.71,-55.92
1762942444.343515,21.07,47.3,6.3,65.43,75.29,42.81,60.02,-36.4
1762942444.550566,4.2,46.79,62.98,71.86,34.75,-44.47,68.27,-52.45
1762942444.7685835,43.77,-55.58,-42.72,-15.97,23.23,62.48,-74.69,76.24
1762942444.9749978,40.1,-66.05,30.94,-43.79,-10.29,-37.79,-52.02,-77.32
1762942445.1798954,-52.08,-41.34,-77.25,-15.39,-2.27,-39.66,0.68,-3.11
1762942445.386919,12.14,74.79,-46.44,73.42,45.64,9.02,-77.36,-51.1
1762942445.5941067,-77.61,-71.37,-61.86,-43.24,-63.26,-51.71,64.3,-66.47
1762942445.8017762,-7.42,-63.92,62.86,45.55,-57.21,-61.06,59.57,47.57
1762942446.0083432,-14.37,-10.56,32.13,-42.74,-68.63,-8.76,-21.02,-77.16
1762942446.216281,-11.85,16.18,53.66,-34.86,-57.15,26.64,-37.9,68.51
1762942446.4244418,34.44,19.86,50.25,79.96,-28.51,7.45,24.09,55.59
1762942446.66386,59.18,-65.12,-31.08,-12.85,29.18,-13.69,39.31,78.46
1762942446.903247,-7.88,-16.19,5.86,33.26,-77.16,-16.54,-30.68,58.26
1762942447.1113389,-58.81,-6.68,34.86,-14.75,-2.53,74.44,69.69,-36.77
